age,iso_res_C,iso_res_S,res_C,res_S,time,temperature,tempC,SAT_tropical,SAT_equator,P,O,A,S,G,C,PYR,GYP,N,OSr,SSr,d13c_A,delta_mccb,d34s_S,delta_G,delta_C,delta_PYR,delta_GYP,delta_OSr,DEGASS,W,EVO,CPLAND,Bforcing,BAS_AREA,GRAN_AREA,CO2(PPM),RCO2,O2,RO2,mrO2,VEG,ANOX,iceline,mocb,locb,mccb,mpsb,mgsb,silw,carbw,oxidw,basw,granw,phosw,psea,nfix,denit,pyrw,gypw,ocdeg,ccdeg,pyrdeg,gypdeg,sfw,Sr_granw,Sr_basw,Sr_sedw,Sr_mantle,dSSr,relativenewp,erosion_tot,time_myr
545.88,-2.88E+22,2.99E+21,5.74E+21,4.18E+20,545884281.4,292.45,19.45,28.02,29.85,5.63E+15,2.75E+19,1.61E+19,2.5E+19,7.58E+20,4.97E+21,2.15E+20,1.78E+20,5.25E+16,1.19E+17,4.83E+18,0.2,0.2,21.49,-29.08,-1.36,-5.25,20.1,0.71,2.09,0,0,1,0.75,0.56,2.42,7083.63,25.3,15.61,0.74,0.16,0,0.16,55.55,4.36441E+12,0,2.31024E+13,1.02668E+12,8.59713E+11,1.39577E+13,9.14468E+12,2.00232E+12,1.25685E+12,1.27009E+13,54624370846,54624370846,3.30793E+14,3.30674E+14,9.55078E+11,1.01834E+12,1.58641E+12,1.87092E+13,0,0,4.80073E+12,16108451438,1594054604,18771606985,15274733348,0.71,1.21,19824698549,-545.88
544.88,-2.88E+22,2.99E+21,5.74E+21,4.18E+20,544884281.4,292.46,19.46,28.02,29.86,5.62E+15,2.76E+19,1.61E+19,2.51E+19,7.59E+20,4.97E+21,2.15E+20,1.78E+20,5.25E+16,1.19E+17,4.83E+18,0.2,0.2,21.52,-29.11,-1.35,-5.25,20.11,0.71,2.09,0,0,1,0.75,0.56,2.42,7094.24,25.34,15.65,0.75,0.17,0,0.15,55.55,4.37138E+12,0,2.31285E+13,1.02881E+12,8.62646E+11,1.39745E+13,9.15398E+12,2.00934E+12,1.26019E+12,1.27143E+13,54692290925,54692290925,3.25499E+14,3.25379E+14,9.56369E+11,1.01848E+12,1.58967E+12,1.87286E+13,0,0,4.80755E+12,16125498354,1598288789,18782248687,15290457645,0.71,1.21,19839385920,-544.88
543.88,-2.88E+22,2.99E+21,5.74E+21,4.18E+20,543884281.4,292.47,19.47,28.03,29.86,5.6E+15,2.77E+19,1.61E+19,2.51E+19,7.6E+20,4.97E+21,2.15E+20,1.78E+20,5.26E+16,1.19E+17,4.83E+18,0.2,0.2,21.55,-29.14,-1.34,-5.25,20.11,0.71,2.1,0,0,1,0.75,0.56,2.42,7104.86,25.37,15.7,0.75,0.17,0,0.15,55.55,4.3784E+12,0,2.31546E+13,1.0309E+12,8.65458E+11,1.39913E+13,9.16329E+12,2.01628E+12,1.26357E+12,1.27278E+13,54760235639,54760235639,3.205E+14,3.20379E+14,9.57667E+11,1.01863E+12,1.59293E+12,1.87483E+13,0,0,4.81442E+12,16142518411,1602579758,18792944923,15306325159,0.71,1.21,19853621626,-543.88
542.88,-2.88E+22,2.99E+21,5.74E+21,4.18E+20,542884281.4,292.47,19.47,28.03,29.87,5.59E+15,2.77E+19,1.61E+19,2.52E+19,7.6E+20,4.97E+21,2.15E+20,1.78E+20,5.26E+16,1.19E+17,4.82E+18,0.2,0.2,21.58,-29.18,-1.33,-5.25,20.12,0.71,2.1,0,0,1,0.75,0.56,2.42,7115.5,25.41,15.74,0.75,0.17,0,0.15,55.55,4.38545E+12,0,2.31808E+13,1.03296E+12,8.6816E+11,1.40082E+13,9.17262E+12,2.02314E+12,1.26698E+12,1.27412E+13,54828191277,54828191277,3.15773E+14,3.15657E+14,9.58969E+11,1.0188E+12,1.59621E+12,1.87681E+13,0,0,4.82134E+12,16159527160,1606907025,18803689678,15322327693,0.71,1.21,19867469782,-542.88
541.88,-2.88E+22,2.99E+21,5.75E+21,4.18E+20,541884281.4,292.48,19.48,28.04,29.87,5.57E+15,2.78E+19,1.61E+19,2.53E+19,7.61E+20,4.97E+21,2.15E+20,1.78E+20,5.26E+16,1.19E+17,4.82E+18,0.2,0.2,21.6,-29.21,-1.32,-5.25,20.13,0.71,2.1,0,0,1,0.75,0.56,2.42,7126.17,25.45,15.78,0.75,0.17,0,0.15,55.55,4.39256E+12,0,2.3207E+13,1.03497E+12,8.70743E+11,1.4025E+13,9.18196E+12,2.02991E+12,1.27041E+12,1.27546E+13,54896240787,54896240787,3.11328E+14,3.11211E+14,9.60278E+11,1.01898E+12,1.5995E+12,1.87881E+13,0,0,4.82831E+12,16176566207,1611256876,18814509134,15338464365,0.71,1.21,19880997401,-541.88
540.88,-2.88E+22,2.99E+21,5.75E+21,4.18E+20,540884281.4,292.49,19.49,28.04,29.88,5.56E+15,2.79E+19,1.61E+19,2.54E+19,7.62E+20,4.97E+21,2.15E+20,1.77E+20,5.27E+16,1.19E+17,4.82E+18,0.2,0.2,21.63,-29.24,-1.31,-5.25,20.13,0.71,2.1,0,0,1,0.75,0.56,2.42,7136.86,25.49,15.82,0.75,0.17,0,0.14,55.55,4.39967E+12,0,2.32333E+13,1.03696E+12,8.73224E+11,1.4042E+13,9.19133E+12,2.03661E+12,1.27532E+12,1.27666E+13,54964510450,54964510450,3.0714E+14,3.07023E+14,9.61594E+11,1.01917E+12,1.6028E+12,1.88083E+13,0,0,4.83534E+12,16191830911,1617482199,18825397996,15354741811,0.71,1.21,19894278868,-540.88
539.88,-2.88E+22,2.99E+21,5.75E+21,4.18E+20,539884281.4,292.5,19.5,28.05,29.89,5.55E+15,2.79E+19,1.61E+19,2.54E+19,7.63E+20,4.97E+21,2.15E+20,1.77E+20,5.27E+16,1.19E+17,4.82E+18,0.2,0.2,21.65,-29.27,-1.31,-5.25,20.14,0.71,2.11,0,0,1,0.75,0.57,2.42,7147.54,25.53,15.86,0.76,0.17,0,0.14,55.61,4.40685E+12,0,2.32799E+13,1.03893E+12,8.74889E+11,1.40698E+13,9.21012E+12,2.04531E+12,1.29102E+12,1.27788E+13,55077505175,55077505175,3.03208E+14,3.0309E+14,9.63897E+11,1.02042E+12,1.60611E+12,1.88287E+13,0,0,4.84464E+12,16207256036,1637387747,18855576793,15371174242,0.71,1.21,19914650981,-539.88
538.88,-2.88E+22,2.99E+21,5.75E+21,4.18E+20,538884281.4,292.56,19.56,28.09,29.92,5.55E+15,2.8E+19,1.61E+19,2.55E+19,7.64E+20,4.97E+21,2.15E+20,1.77E+20,5.28E+16,1.19E+17,4.82E+18,0.2,0.2,21.68,-29.3,-1.3,-5.26,20.15,0.71,2.11,0,0,1,0.75,0.57,2.42,7144.67,25.52,15.9,0.76,0.17,0,0.14,56.17,4.42156E+12,0,2.34488E+13,1.04279E+12,8.71137E+11,1.41597E+13,9.28901E+12,2.06732E+12,1.3016E+12,1.28582E+13,55451255594,55451255594,3.01476E+14,3.01222E+14,9.72497E+11,1.02832E+12,1.60944E+12,1.88494E+13,0,0,4.86865E+12,16307902575,1650803757,19008849222,15387783331,0.71,1.21,19975166816,-538.88
538.09,-2.88E+22,2.99E+21,5.75E+21,4.18E+20,538089023,292.57,19.57,28.09,29.91,5.59E+15,2.81E+19,1.6E+19,2.56E+19,7.64E+20,4.97E+21,2.15E+20,1.77E+20,5.31E+16,1.19E+17,4.81E+18,0.21,0.21,21.69,-29.33,-1.29,-5.26,20.16,0.71,2.11,0,0,1,0.75,0.57,2.42,7067.2,25.24,15.93,0.76,0.17,0,0.14,56.61,4.465E+12,0,2.3396E+13,1.05413E+12,8.68783E+11,1.41112E+13,9.28483E+12,2.06989E+12,1.29898E+12,1.28122E+13,55288917561,55288917561,3.07656E+14,3.07653E+14,9.72323E+11,1.02709E+12,1.61211E+12,1.88663E+13,0,0,4.8745E+12,16249585927,1647488728,18994115080,15401133550,0.71,1.22,19924462392,-538.09
537.47,-2.88E+22,2.99E+21,5.75E+21,4.18E+20,537469898.2,292.6,19.6,28.1,29.92,5.54E+15,2.81E+19,1.6E+19,2.56E+19,7.65E+20,4.97E+21,2.15E+20,1.77E+20,5.29E+16,1.19E+17,4.81E+18,0.21,0.21,21.7,-29.35,-1.28,-5.26,20.16,0.71,2.11,0,0,1,0.75,0.57,2.42,7043.86,25.16,15.95,0.76,0.17,0,0.14,56.95,4.43611E+12,0,2.34459E+13,1.04803E+12,8.66843E+11,1.41319E+13,9.31403E+12,2.07911E+12,1.30235E+12,1.28295E+13,55386393358,55386393358,2.9746E+14,2.97408E+14,9.75593E+11,1.02974E+12,1.6142E+12,1.88795E+13,0,0,4.88573E+12,16271599084,1651759451,19048753279,15411652316,0.71,1.22,19929376008,-537.47
536.85,-2.88E+22,2.99E+21,5.75E+21,4.18E+20,536850773.3,292.62,19.62,28.11,29.93,5.54E+15,2.81E+19,1.6E+19,2.57E+19,7.65E+20,4.97E+21,2.16E+20,1.77E+20,5.29E+16,1.19E+17,4.81E+18,0.2,0.2,21.71,-29.37,-1.28,-5.26,20.16,0.71,2.11,0,0,1,0.75,0.57,2.42,7023.27,25.08,15.97,0.76,0.17,0,0.14,57.3,4.44465E+12,0,2.35023E+13,1.05126E+12,8.6502E+11,1.41568E+13,9.3455E+12,2.08846E+12,1.30612E+12,1.28507E+13,55499544916,55499544916,2.97419E+14,2.97098E+14,9.79095E+11,1.03263E+12,1.61629E+12,1.88928E+13,0,0,4.89752E+12,16298413871,1656537124,19107995891,15422233579,0.71,1.22,19931702455,-536.85
536.27,-2.88E+22,2.99E+21,5.75E+21,4.18E+20,536265175.6,292.64,19.64,28.12,29.93,5.54E+15,2.82E+19,1.6E+19,2.57E+19,7.65E+20,4.97E+21,2.16E+20,1.77E+20,5.3E+16,1.19E+17,4.81E+18,0.2,0.2,21.72,-29.39,-1.27,-5.26,20.17,0.71,2.11,0,0,1,0.75,0.58,2.42,6989.47,24.96,15.98,0.76,0.17,0,0.14,57.62,4.45338E+12,0,2.35124E+13,1.05434E+12,8.63327E+11,1.41523E+13,9.36009E+12,2.09409E+12,1.30711E+12,1.28452E+13,55499780464,55499780464,2.96775E+14,2.96649E+14,9.80821E+11,1.03367E+12,1.61828E+12,1.89055E+13,0,0,4.90508E+12,16291453716,1657802527,19133070834,15432365284,0.71,1.22,19906030345,-536.27
535.68,-2.88E+22,2.99E+21,5.75E+21,4.18E+20,535679577.9,292.65,19.65,28.12,29.94,5.54E+15,2.82E+19,1.59E+19,2.58E+19,7.66E+20,4.97E+21,2.16E+20,1.77E+20,5.3E+16,1.19E+17,4.81E+18,0.2,0.2,21.73,-29.41,-1.27,-5.26,20.17,0.71,2.12,0,0,1,0.75,0.58,2.42,6964.19,24.87,16,0.76,0.17,0,0.14,57.95,4.45842E+12,0,2.35339E+13,1.05714E+12,8.61828E+11,1.41547E+13,9.37924E+12,2.10036E+12,1.30877E+12,1.28459E+13,55526731440,55526731440,2.96211E+14,2.96094E+14,9.83024E+11,1.03519E+12,1.62026E+12,1.89184E+13,0,0,4.91265E+12,16292388428,1659901655,19167353025,15442600992,0.71,1.22,19941625906,-535.68
535.09,-2.88E+22,2.99E+21,5.75E+21,4.18E+20,535093980.2,292.67,19.67,28.13,29.94,5.54E+15,2.82E+19,1.59E+19,2.59E+19,7.66E+20,4.97E+21,2.16E+20,1.76E+20,5.3E+16,1.19E+17,4.81E+18,0.19,0.19,21.74,-29.42,-1.26,-5.26,20.18,0.71,2.12,0,0,1,0.75,0.58,2.42,6942.87,24.8,16.01,0.76,0.17,0,0.14,58.27,4.46116E+12,0,2.3568E+13,1.05952E+12,8.60382E+11,1.41654E+13,9.40254E+12,2.10748E+12,1.31121E+12,1.28542E+13,55585047020,55585047020,2.95301E+14,2.9518E+14,9.85664E+11,1.03716E+12,1.62225E+12,1.89314E+13,0,0,4.92143E+12,16302885226,1663002133,19210082247,15452922772,0.71,1.22,19966974292,-535.09
534.42,-2.88E+22,2.99E+21,5.75E+21,4.18E+20,534415654.7,292.69,19.69,28.14,29.95,5.54E+15,2.82E+19,1.59E+19,2.59E+19,7.67E+20,4.97E+21,2.16E+20,1.76E+20,5.31E+16,1.19E+17,4.81E+18,0.19,0.19,21.75,-29.45,-1.26,-5.26,20.18,0.71,2.12,0,0,1,0.75,0.58,2.42,6917.95,24.71,16.02,0.76,0.17,0,0.14,58.65,4.46666E+12,0,2.36066E+13,1.06299E+12,8.58774E+11,1.41776E+13,9.42906E+12,2.11554E+12,1.31408E+12,1.28635E+13,55651243354,55651243354,2.94971E+14,2.94848E+14,9.88674E+11,1.03936E+12,1.62458E+12,1.89468E+13,0,0,4.93168E+12,16314675675,1666635800,19258554738,15465098700,0.71,1.22,19991928922,-534.42
533.74,-2.88E+22,2.99E+21,5.75E+21,4.18E+20,533737329.2,292.71,19.71,28.15,29.95,5.54E+15,2.82E+19,1.58E+19,2.6E+19,7.67E+20,4.97E+21,2.16E+20,1.76E+20,5.31E+16,1.19E+17,4.8E+18,0.19,0.19,21.76,-29.47,-1.25,-5.26,20.19,0.71,2.12,0,0,1,0.75,0.58,2.42,6892.67,24.62,16.03,0.76,0.17,0,0.14,59.03,4.47277E+12,0,2.36439E+13,1.06681E+12,8.57261E+11,1.41889E+13,9.45491E+12,2.12335E+12,1.31691E+12,1.2872E+13,55714154762,55714154762,2.95024E+14,2.94902E+14,9.91619E+11,1.04148E+12,1.62691E+12,1.89623E+13,0,0,4.94195E+12,16325508694,1670230823,19305651923,15477423138,0.71,1.22,20013907109,-533.74
533.06,-2.88E+22,2.99E+21,5.75E+21,4.18E+20,533059003.7,292.74,19.74,28.15,29.96,5.55E+15,2.83E+19,1.58E+19,2.61E+19,7.68E+20,4.97E+21,2.16E+20,1.76E+20,5.31E+16,1.19E+17,4.8E+18,0.19,0.19,21.77,-29.49,-1.25,-5.26,20.19,0.71,2.12,0,0,1,0.75,0.58,2.42,6867.1,24.53,16.04,0.76,0.17,0,0.14,59.4,4.47858E+12,0,2.36798E+13,1.07071E+12,8.55818E+11,1.41996E+13,9.48018E+12,2.13095E+12,1.31973E+12,1.28799E+13,55774017404,55774017404,2.95165E+14,2.95045E+14,9.94507E+11,1.04351E+12,1.62926E+12,1.89781E+13,0,0,4.95227E+12,16335425292,1673804071,19351501645,15489926661,0.71,1.22,20033821989,-533.06
532.09,-2.88E+22,2.99E+21,5.75E+21,4.18E+20,532093580.5,292.77,19.77,28.17,29.96,5.55E+15,2.83E+19,1.58E+19,2.62E+19,7.69E+20,4.97E+21,2.16E+20,1.76E+20,5.32E+16,1.19E+17,4.8E+18,0.18,0.18,21.78,-29.52,-1.24,-5.26,20.2,0.71,2.12,0,0,1,0.75,0.58,2.42,6830.69,24.4,16.05,0.76,0.17,0,0.14,59.94,4.4866E+12,0,2.37302E+13,1.07634E+12,8.53836E+11,1.42145E+13,9.51567E+12,2.14162E+12,1.32385E+12,1.28907E+13,55858097634,55858097634,2.95445E+14,2.95325E+14,9.98572E+11,1.04633E+12,1.63265E+12,1.90011E+13,0,0,4.96723E+12,16349148565,1679035417,19415714711,15508164272,0.71,1.22,20060166871,-532.09
531.13,-2.88E+22,2.99E+21,5.75E+21,4.18E+20,531128157.2,292.8,19.8,28.18,29.97,5.56E+15,2.83E+19,1.57E+19,2.63E+19,7.69E+20,4.97E+21,2.16E+20,1.76E+20,5.32E+16,1.19E+17,4.8E+18,0.18,0.18,21.8,-29.55,-1.23,-5.26,20.21,0.71,2.13,0,0,1,0.75,0.58,2.42,6794.44,24.27,16.06,0.76,0.17,0,0.14,60.47,4.49455E+12,0,2.37804E+13,1.08231E+12,8.52012E+11,1.42296E+13,9.5508E+12,2.15201E+12,1.32815E+12,1.29015E+13,55942208648,55942208648,2.96103E+14,2.95981E+14,1.00261E+12,1.04906E+12,1.63607E+12,1.90247E+13,0,0,4.98255E+12,16362844540,1684483682,19479108273,15526905755,0.71,1.22,20085251204,-531.13
530.16,-2.89E+22,2.99E+21,5.75E+21,4.18E+20,530162734,292.83,19.83,28.19,29.98,5.56E+15,2.83E+19,1.57E+19,2.64E+19,7.7E+20,4.97E+21,2.16E+20,1.76E+20,5.33E+16,1.19E+17,4.8E+18,0.18,0.18,21.82,-29.58,-1.22,-5.25,20.22,0.71,2.13,0,0,1,0.75,0.58,2.42,6758.36,24.14,16.06,0.76,0.17,0,0.14,61.01,4.5025E+12,0,2.38305E+13,1.08849E+12,8.50287E+11,1.42449E+13,9.5856E+12,2.16223E+12,1.33264E+12,1.29123E+13,56026526511,56026526511,2.96973E+14,2.96852E+14,1.00663E+12,1.05172E+12,1.63955E+12,1.90491E+13,0,0,4.99826E+12,16376517717,1690176784,19541743015,15546201414,0.71,1.23,20109447262,-530.16
529.16,-2.89E+22,2.99E+21,5.76E+21,4.18E+20,529162734,292.86,19.86,28.2,29.99,5.57E+15,2.83E+19,1.56E+19,2.65E+19,7.71E+20,4.97E+21,2.16E+20,1.75E+20,5.33E+16,1.19E+17,4.79E+18,0.17,0.17,21.84,-29.61,-1.22,-5.25,20.22,0.71,2.13,0,0,1,0.75,0.59,2.42,6721.32,24,16.07,0.77,0.17,0,0.14,61.57,4.51075E+12,0,2.38825E+13,1.09526E+12,8.4866E+11,1.42611E+13,9.62146E+12,2.17258E+12,1.33814E+12,1.29229E+13,56114722825,56114722825,2.98268E+14,2.98148E+14,1.0108E+12,1.0544E+12,1.6432E+12,1.90751E+13,0,0,5.015E+12,16390047731,1697159286,19606098282,15566815637,0.71,1.23,20134008730,-529.16
528.16,-2.89E+22,2.99E+21,5.76E+21,4.18E+20,528162734,292.89,19.89,28.21,29.99,5.58E+15,2.83E+19,1.56E+19,2.67E+19,7.71E+20,4.97E+21,2.16E+20,1.75E+20,5.34E+16,1.19E+17,4.79E+18,0.17,0.17,21.85,-29.64,-1.21,-5.25,20.23,0.71,2.14,0,0,1,0.75,0.59,2.42,6684.51,23.87,16.07,0.77,0.17,0,0.14,62.12,4.51905E+12,0,2.39344E+13,1.1019E+12,8.46994E+11,1.42774E+13,9.65703E+12,2.18298E+12,1.34526E+12,1.29321E+13,56203207759,56203207759,2.99392E+14,2.99276E+14,1.01494E+12,1.05705E+12,1.64693E+12,1.9102E+13,0,0,5.0322E+12,16401710565,1706189187,19669801298,15588124854,0.71,1.23,20158235560,-528.16
527.16,-2.89E+22,2.99E+21,5.76E+21,4.18E+20,527162734,292.93,19.93,28.23,30,5.59E+15,2.83E+19,1.56E+19,2.68E+19,7.72E+20,4.97E+21,2.16E+20,1.75E+20,5.34E+16,1.19E+17,4.79E+18,0.17,0.17,21.87,-29.67,-1.2,-5.25,20.24,0.71,2.14,0,0,1,0.75,0.59,2.41,6648.13,23.74,16.08,0.77,0.17,0,0.14,62.68,4.52742E+12,0,2.39869E+13,1.10875E+12,8.4542E+11,1.42944E+13,9.69253E+12,2.19327E+12,1.35358E+12,1.29408E+13,56293733598,56293733598,3.00734E+14,3.00614E+14,1.01908E+12,1.05965E+12,1.65072E+12,1.91298E+13,0,0,5.04994E+12,16412682359,1716741082,19733251733,15610172969,0.71,1.23,20182578056,-527.16
526.16,-2.89E+22,2.99E+21,5.76E+21,4.18E+20,526162734,292.96,19.96,28.24,30.01,5.59E+15,2.83E+19,1.55E+19,2.69E+19,7.73E+20,4.97E+21,2.16E+20,1.75E+20,5.35E+16,1.19E+17,4.79E+18,0.16,0.16,21.9,-29.7,-1.19,-5.25,20.25,0.71,2.14,0,0,1,0.75,0.59,2.41,6611.9,23.61,16.08,0.77,0.17,0,0.14,61.7,4.53601E+12,0,2.40393E+13,1.11578E+12,8.43907E+11,1.43116E+13,9.72764E+12,2.20342E+12,1.36235E+12,1.29493E+13,56384921832,56384921832,3.0223E+14,3.02108E+14,1.02321E+12,1.06217E+12,1.65459E+12,1.91586E+13,0,0,5.06814E+12,16423486306,1727862070,19795811399,15632997103,0.71,1.23,20207101369,-526.16
525.16,-2.89E+22,2.99E+21,5.76E+21,4.18E+20,525162734,293,20,28.25,30.02,5.6E+15,2.83E+19,1.55E+19,2.7E+19,7.73E+20,4.97E+21,2.16E+20,1.74E+20,5.35E+16,1.18E+17,4.79E+18,0.16,0.16,21.92,-29.73,-1.18,-5.25,20.26,0.71,2.14,0,0,1,0.75,0.59,2.4,6575.75,23.48,16.09,0.77,0.17,0,0.14,62.14,4.54465E+12,0,2.40913E+13,1.12287E+12,8.42436E+11,1.4329E+13,9.7623E+12,2.21346E+12,1.37144E+12,1.29576E+13,56476012005,56476012005,3.03761E+14,3.03648E+14,1.0273E+12,1.06461E+12,1.65854E+12,1.91885E+13,0,0,5.08682E+12,16434004878,1739391923,19857342189,15656626638,0.71,1.23,20231578915,-525.16
525.02,-2.89E+22,2.99E+21,5.76E+21,4.18E+20,525016124.6,293.01,20.01,28.26,30.02,5.6E+15,2.83E+19,1.55E+19,2.71E+19,7.73E+20,4.97E+21,2.16E+20,1.74E+20,5.35E+16,1.18E+17,4.79E+18,0.16,0.16,21.92,-29.73,-1.18,-5.25,20.26,0.71,2.15,0,0,1,0.75,0.59,2.4,6570.56,23.47,16.09,0.77,0.17,0,0.14,62.21,4.5459E+12,0,2.40992E+13,1.12392E+12,8.42226E+11,1.43318E+13,9.76746E+12,2.21495E+12,1.3728E+12,1.29589E+13,56490017864,56490017864,3.04006E+14,3.03884E+14,1.02791E+12,1.06498E+12,1.65912E+12,1.91929E+13,0,0,5.0896E+12,16435737581,1741116997,19866501627,15660110274,0.71,1.23,20235270645,-525.02
524.92,-2.89E+22,2.99E+21,5.76E+21,4.18E+20,524917335.7,293.01,20.01,28.26,30.02,5.61E+15,2.83E+19,1.55E+19,2.71E+19,7.73E+20,4.97E+21,2.16E+20,1.74E+20,5.36E+16,1.18E+17,4.79E+18,0.16,0.16,21.92,-29.74,-1.18,-5.25,20.26,0.71,2.15,0,0,1,0.75,0.59,2.4,6567.01,23.45,16.09,0.77,0.17,0,0.14,62.25,4.53423E+12,0,2.41044E+13,1.12153E+12,8.42084E+11,1.43335E+13,9.77088E+12,2.21593E+12,1.37374E+12,1.29598E+13,56499109655,56499109655,3.04164E+14,3.04043E+14,1.02832E+12,1.06521E+12,1.65952E+12,1.91959E+13,0,0,5.0915E+12,16436772465,1742298849,19872560581,15662526204,0.71,1.23,20237703554,-524.92
524.82,-2.89E+22,2.99E+21,5.76E+21,4.18E+20,524818546.8,293.01,20.01,28.26,30.02,5.59E+15,2.83E+19,1.55E+19,2.71E+19,7.74E+20,4.97E+21,2.17E+20,1.74E+20,5.35E+16,1.18E+17,4.79E+18,0.15,0.15,21.93,-29.74,-1.18,-5.25,20.26,0.71,2.15,0,0,1,0.75,0.59,2.4,6565.91,23.45,16.09,0.77,0.17,0,0.14,62.29,4.50755E+12,0,2.41175E+13,1.11565E+12,8.41968E+11,1.43403E+13,9.77718E+12,2.21738E+12,1.37516E+12,1.29652E+13,56527522866,56527522866,3.01643E+14,3.01546E+14,1.02902E+12,1.06577E+12,1.65992E+12,1.9199E+13,0,0,5.09407E+12,16443617651,1744104012,19884483513,15664955510,0.71,1.23,20243228225,-524.82
524.72,-2.89E+22,2.99E+21,5.76E+21,4.18E+20,524719757.9,293.02,20.02,28.26,30.03,5.58E+15,2.83E+19,1.55E+19,2.71E+19,7.74E+20,4.97E+21,2.17E+20,1.74E+20,5.34E+16,1.18E+17,4.79E+18,0.14,0.14,21.93,-29.74,-1.18,-5.25,20.26,0.71,2.15,0,0,1,0.75,0.59,2.4,6566.28,23.45,16.08,0.77,0.17,0,0.14,62.34,4.48197E+12,0,2.41354E+13,1.11019E+12,8.41872E+11,1.43502E+13,9.78523E+12,2.21908E+12,1.37688E+12,1.29733E+13,56567621184,56567621184,2.99878E+14,2.99607E+14,1.02991E+12,1.06651E+12,1.6603E+12,1.92021E+13,0,0,5.09705E+12,16453985937,1746284513,19899965242,15667384816,0.71,1.23,20250625848,-524.72
524.62,-2.89E+22,2.99E+21,5.76E+21,4.18E+20,524620969,293.03,20.03,28.27,30.03,5.58E+15,2.83E+19,1.55E+19,2.71E+19,7.74E+20,4.97E+21,2.17E+20,1.74E+20,5.34E+16,1.18E+17,4.78E+18,0.13,0.13,21.93,-29.74,-1.18,-5.25,20.26,0.71,2.15,0,0,1,0.75,0.59,2.4,6567.56,23.46,16.07,0.77,0.17,0,0.14,62.38,4.46064E+12,0,2.41563E+13,1.10593E+12,8.41793E+11,1.4362E+13,9.79435E+12,2.22089E+12,1.37878E+12,1.29832E+13,56614811276,56614811276,2.99144E+14,2.98944E+14,1.0309E+12,1.06737E+12,1.66069E+12,1.92051E+13,0,0,5.10028E+12,16466500099,1748694789,19917622276,15669814122,0.71,1.23,20259161736,-524.62
524.52,-2.89E+22,2.99E+21,5.76E+21,4.18E+20,524522180,293.04,20.04,28.27,30.04,5.57E+15,2.83E+19,1.55E+19,2.71E+19,7.74E+20,4.97E+21,2.17E+20,1.74E+20,5.33E+16,1.18E+17,4.78E+18,0.12,0.12,21.93,-29.75,-1.18,-5.25,20.26,0.71,2.15,0,0,1,0.75,0.59,2.4,6569.74,23.46,16.07,0.77,0.17,0,0.14,62.43,4.43941E+12,0,2.41802E+13,1.10183E+12,8.41734E+11,1.43756E+13,9.80454E+12,2.2228E+12,1.38086E+12,1.29948E+13,56669136478,56669136478,2.98446E+14,2.9857E+14,1.03201E+12,1.06834E+12,1.66106E+12,1.92082E+13,0,0,5.10376E+12,16481173974,1751336734,19937473221,15672243428,0.71,1.23,20268839215,-524.52
524.41,-2.89E+22,2.99E+21,5.76E+21,4.18E+20,524412326.2,293.05,20.05,28.28,30.04,5.57E+15,2.83E+19,1.55E+19,2.71E+19,7.74E+20,4.97E+21,2.17E+20,1.74E+20,5.33E+16,1.18E+17,4.78E+18,0.1,0.1,21.93,-29.75,-1.18,-5.25,20.26,0.71,2.15,0,0,1,0.75,0.59,2.4,6573.21,23.48,16.05,0.76,0.17,0,0.14,62.47,4.41372E+12,0,2.42101E+13,1.09695E+12,8.41692E+11,1.4393E+13,9.81713E+12,2.22503E+12,1.38339E+12,1.30096E+13,56737795268,56737795268,2.9806E+14,2.97987E+14,1.03337E+12,1.06956E+12,1.66148E+12,1.92116E+13,0,0,5.10792E+12,16499991491,1754543329,19962094151,15674944829,0.71,1.23,20280915611,-524.41
524.3,-2.89E+22,2.99E+21,5.76E+21,4.18E+20,524302472.4,293.06,20.06,28.29,30.05,5.56E+15,2.83E+19,1.55E+19,2.72E+19,7.74E+20,4.97E+21,2.17E+20,1.74E+20,5.32E+16,1.18E+17,4.78E+18,0.07,0.07,21.93,-29.75,-1.18,-5.25,20.26,0.71,2.15,0,0,1,0.75,0.59,2.4,6577.55,23.49,16.04,0.76,0.17,0,0.14,62.52,4.38839E+12,0,2.42429E+13,1.09235E+12,8.41676E+11,1.44122E+13,9.83075E+12,2.22731E+12,1.3861E+12,1.30261E+13,56813281886,56813281886,2.98302E+14,2.97841E+14,1.03484E+12,1.07089E+12,1.66189E+12,1.92151E+13,0,0,5.11232E+12,16520885457,1757974285,19988840860,15677646230,0.71,1.22,20294074802,-524.3
524.19,-2.89E+22,2.99E+21,5.76E+21,4.18E+20,524192618.6,293.07,20.07,28.3,30.06,5.56E+15,2.82E+19,1.55E+19,2.72E+19,7.74E+20,4.97E+21,2.17E+20,1.74E+20,5.32E+16,1.18E+17,4.78E+18,0.05,0.05,21.92,-29.76,-1.18,-5.25,20.26,0.71,2.15,0,0,1,0.75,0.6,2.39,6582.46,23.51,16.02,0.76,0.17,0,0.14,62.57,4.36596E+12,0,2.42776E+13,1.08865E+12,8.41685E+11,1.44325E+13,9.84506E+12,2.22956E+12,1.38892E+12,1.30436E+13,56893163580,56893163580,2.98773E+14,2.98732E+14,1.03637E+12,1.07229E+12,1.66229E+12,1.92185E+13,0,0,5.11688E+12,16543126025,1761552346,20016979916,15680347631,0.71,1.22,20307924830,-524.19
